delta_z,delta_x,hartree_fock_energy,final_energy,distance,angle,dihedral_angle
3.2,0.3,2.5389655066816554,-5.9574484925782105,3.21403173599764,4.0,10
3.2,0.3,3.887843852755109,-5.044931188210324,3.21403173599764,9.0,15
3.2,0.3,6.006826909770062,-3.5630487709341434,3.21403173599764,14.0,20
3.2,0.3,9.109065058611725,-1.3353161290672493,3.21403173599764,19.0,25
3.2,0.4,1.5938932601404598,-6.599488092394514,3.2249030993194197,2.0,5
3.2,0.4,2.2103438253627448,-6.144928393941509,3.2249030993194197,2.0,10
3.2,0.4,3.4558172708874046,-5.289172967812632,3.2249030993194197,7.0,15
3.2,0.4,5.432019613159717,-3.777245336029673,3.2249030993194197,12.0,20
3.2,0.4,8.325666553325085,-1.8318385888300857,3.2249030993194197,17.0,25
3.3,0.0,0.2645367036562769,-6.946230924547371,3.3,5.0,5
3.3,0.0,0.9911202730396322,-6.511023880119772,3.3,10.0,10
3.3,0.0,2.275686228698297,-5.710185143044308,3.3,15.0,15
3.3,0.0,4.2462935715945775,-4.399484389381102,3.3,20.0,20
3.3,0.0,7.118968855687271,-2.3217594855060035,3.3,25.0,25
3.3,0.1,0.1936375679897902,-6.9747258448251435,3.301514803843836,3.0,5
3.3,0.1,0.8621699004782514,-6.556076237815218,3.301514803843836,8.0,10
3.3,0.1,2.0715478930603033,-5.795873349922661,3.301514803843836,13.0,15
3.3,0.1,3.9362866506568848,-4.562384573604363,3.301514803843836,18.0,20
3.3,0.1,6.653272507532947,-2.5814788095124364,3.301514803843836,23.0,25
3.3,0.2,0.08185108251086098,-7.023788834069495,3.3060550509633075,1.0,5
3.3,0.2,0.6916119031226731,-6.63304463982185,3.3060550509633075,6.0,10
3.3,0.2,1.8253094008790705,-5.91752564352434,3.3060550509633075,11.0,15
3.3,0.2,3.5841598875921377,-4.748446022364835,3.3060550509633075,16.0,20
3.3,0.2,6.145384878661552,-3.014373129998603,3.3060550509633075,21.0,25
3.3,0.2,9.796450646871534,-0.3771583274603605,3.3060550509633075,26.0,30
3.3,0.3,-0.0689994676610311,-7.0951201337619505,3.3136083051561784,0.0,5
3.3,0.3,0.4807198730842798,-6.733245780340135,3.3136083051561784,4.0,10
3.3,0.3,1.5378201635303437,-6.045659636536351,3.3136083051561784,9.0,15
3.3,0.3,3.1907102637573503,-4.95616890330049,3.3136083051561784,14.0,20
3.3,0.3,5.597187272097181,-3.2037245107130983,3.3136083051561784,19.0,25
3.3,0.3,9.017018104218307,-0.8689322785095437,3.3136083051561784,24.0,30
3.3,0.4,-0.2555289277970096,-7.224911304658685,3.3241540277189316,1.0,5
3.3,0.4,0.2322460247260344,-6.862643943289728,3.3241540277189316,3.0,10
3.3,0.4,1.2114599800607313,-6.2129185462530705,3.3241540277189316,8.0,15
3.3,0.4,2.7583293585024413,-5.0693778394658064,3.3241540277189316,13.0,20
3.3,0.4,5.011700634085239,-3.5389003171936677,3.3241540277189316,18.0,25
3.3,0.4,8.203526809349308,-1.2974556627716451,3.3241540277189316,23.0,30
3.4,0.0,-1.1928358655636642,-7.300587417986255,3.4,5.0,5
3.4,0.0,-0.6248471005365639,-6.997930997394904,3.4,10.0,10
3.4,0.0,0.37538876374851793,-6.405283734583152,3.4,15.0,15
3.4,0.0,1.9016042242187,-5.479920836353863,3.4,20.0,20
3.4,0.0,4.111672376893829,-3.914089537385693,3.4,25.0,25
3.4,0.0,7.2544364541588005,-1.8874792406216843,3.4,30.0,30
3.4,0.1,-1.2467939132628063,-7.316471418488653,3.4014702703389896,3.0,5
3.4,0.1,-0.7227557786215882,-7.022908912007807,3.4014702703389896,8.0,10
3.4,0.1,0.2215345096060886,-6.478421567579776,3.4014702703389896,13.0,15
3.4,0.1,1.670255843587825,-5.582561893846322,3.4014702703389896,18.0,20
3.4,0.1,3.7675250354126018,-4.092097684875193,3.4014702703389896,23.0,25
3.4,0.1,6.743649634358653,-2.187143771824471,3.4014702703389896,28.0,30
3.4,0.2,-1.3312618491867505,-7.362542719201,3.40587727318528,1.0,5
3.4,0.2,-0.8519341151403158,-7.073619093023777,3.40587727318528,6.0,10
3.4,0.2,0.0357628261660484,-6.5372473559215925,3.40587727318528,11.0,15
3.4,0.2,1.4065567556303042,-5.705934051056799,3.40587727318528,16.0,20
3.4,0.2,3.390655100199955,-4.281650113947417,3.40587727318528,21.0,25
3.4,0.2,6.1989420763042355,-2.4981517357890324,3.40587727318528,26.0,30
3.4,0.3,-1.4448681811465125,-7.420568888476516,3.4132096331752013,0.0,5
3.4,0.3,-1.011462130469747,-7.143742371622188,3.4132096331752013,5.0,10
3.4,0.3,-0.1814288746252103,-6.647953254609648,3.4132096331752013,10.0,15
3.4,0.3,1.1109277477437582,-5.700361822558337,3.4132096331752013,15.0,20
3.4,0.3,2.9820169139373176,-4.510654279887894,3.4132096331752013,20.0,25
3.4,0.3,5.622740879531734,-2.832931437543037,3.4132096331752013,25.0,30
3.4,0.4,-1.5849592579580398,-7.471259078932003,3.4234485537247377,1.0,5
3.4,0.4,-1.1991821683543291,-7.2279959706595625,3.4234485537247377,3.0,10
3.4,0.4,-0.4282559170519058,-6.761356268828599,3.4234485537247377,8.0,15
3.4,0.4,0.7850038916417909,-5.854666300053699,3.4234485537247377,13.0,20
3.4,0.4,2.5436139930368196,-4.8761113856299385,3.4234485537247377,18.0,25
3.4,0.4,5.018422062953263,-3.1936845249953167,3.4234485537247377,23.0,30
3.5,0.0,-2.2270360152037596,-7.418375668125188,3.5,5.0,5
3.5,0.0,-1.7812741391477,-7.19303419666478,3.5,10.0,10
3.5,0.0,-0.9992462354468452,-6.760360580050528,3.5,15.0,15
3.5,0.0,0.1876299949689492,-6.1000630993370315,3.5,20.0,20
3.5,0.0,1.8943232798824483,-4.944459330036984,3.5,25.0,25
3.5,0.0,4.302297701316781,-3.480021419573401,3.5,30.0,30
3.5,0.1,-2.2684070088534867,-7.427460721789677,3.5014282800023198,3.0,5
3.5,0.1,-1.8563695999126508,-7.2071390251565965,3.5014282800023198,8.0,10
3.5,0.1,-1.116387040280002,-6.812037425625587,3.5014282800023198,13.0,15
3.5,0.1,0.0134738258513206,-6.146923100416036,3.5014282800023198,18.0,20
3.5,0.1,1.6383142980196799,-5.049354864744581,3.5014282800023198,23.0,25
3.5,0.1,3.9260821858873696,-3.6930912813399956,3.5014282800023198,28.0,30
3.5,0.2,-2.332283842153975,-7.45069397551571,3.5057096285916205,1.0,5
3.5,0.2,-1.9546708782034998,-7.2393153384439515,3.5057096285916205,6.0,10
3.5,0.2,-1.2574332482178956,-6.852880266965232,3.5057096285916205,11.0,15
3.5,0.2,-0.18524391104884,-6.078006081430657,3.5057096285916205,16.0,20
3.5,0.2,1.357218596963338,-5.163202063421804,3.5057096285916205,21.0,25
3.5,0.2,3.5237834543159874,-3.901358074959364,3.5057096285916205,26.0,30
3.5,0.3,-2.4176181121272444,-7.486269057832938,3.51283361405006,0.0,5
3.5,0.3,-2.0756369740955365,-7.288320381586961,3.51283361405006,5.0,10
3.5,0.3,-1.4220723667580122,-6.917704842824088,3.51283361405006,10.0,15
3.5,0.3,-0.4083248034066116,-6.1880821908929775,3.51283361405006,15.0,20
3.5,0.3,1.051375729099835,-5.294073395319184,3.51283361405006,20.0,25
3.5,0.3,3.096576923265674,-4.127479351812058,3.51283361405006,25.0,30
3.5,0.4,-2.522428123851729,-7.541131104627537,3.522782990761708,1.0,5
3.5,0.4,-2.2173328617302306,-7.340587802702224,3.522782990761708,3.0,10
3.5,0.4,-1.6089896599756826,-6.988474836496432,3.522782990761708,8.0,15
3.5,0.4,-0.6546351693492444,-6.291258121774824,3.522782990761708,13.0,20
3.5,0.4,0.7221432385193103,-5.604190964073704,3.522782990761708,18.0,25
3.5,0.4,2.6466248082326054,-4.364453155113933,3.522782990761708,23.0,30
3.6,0.0,-2.9436345430015423,-7.344477545852947,3.6,5.0,5
3.6,0.0,-2.5921854977970287,-7.184936536734109,3.6,10.0,10
3.6,0.0,-1.9775176903975071,-6.88791789368597,3.6,15.0,15
3.6,0.0,-1.0497063192966498,-6.410497567952743,3.6,20.0,20
3.6,0.0,0.2748162489722352,-5.646433152851106,3.6,25.0,25
3.6,0.0,2.1276014956333498,-4.526002116218381,3.6,30.0,30
3.6,0.1,-2.9755943367324935,-7.354708756291224,3.6013886210738213,3.0,5
3.6,0.1,-2.6503898779928834,-7.200266810938772,3.6013886210738213,8.0,10
3.6,0.1,-2.067691075975039,-6.9051236695451745,3.6013886210738213,13.0,15
3.6,0.1,-1.1821472600767535,-6.439867075162407,3.6013886210738213,18.0,20
3.6,0.1,0.0828124925182021,-5.595633575612712,3.6013886210738213,23.0,25
3.6,0.1,1.8488918914809185,-4.658008485369013,3.6013886210738213,28.0,30
3.6,0.2,-3.0240023054430845,-7.369360651959887,3.6055512754639887,1.0,5
3.6,0.2,-2.725624285555565,-7.220285474681081,3.6055512754639887,6.0,10
3.6,0.2,-2.1756075329222684,-6.928898514137253,3.6055512754639887,11.0,15
3.6,0.2,-1.3330307463016442,-6.481901445991868,3.6055512754639887,16.0,20
3.6,0.2,-0.128341037282307,-5.814121973761492,3.6055512754639887,21.0,25
3.6,0.2,1.5502411769404911,-4.802242160806259,3.6055512754639887,26.0,30
3.6,0.3,-3.0879244863837405,-7.3813630117389755,3.6124783736376886,0.0,5
3.6,0.3,-2.8174142145334,-7.247816317564964,3.6124783736376886,5.0,10
3.6,0.3,-2.3010160025939657,-6.981068311758432,3.6124783736376886,10.0,15
3.6,0.3,-1.5023286307296853,-6.530220828968897,3.6124783736376886,15.0,20
3.6,0.3,-0.3584218514272986,-5.763521898096254,3.6124783736376886,20.0,25
3.6,0.3,1.2321598570525487,-4.945386354834957,3.6124783736376886,25.0,30
3.6,0.4,-3.1659536027947626,-7.417103626044327,3.6221540552549665,1.0,5
3.6,0.4,-2.9244420739207597,-7.282040675640991,3.6221540552549665,3.0,10
3.6,0.4,-2.442974778116143,-7.024363463967206,3.6221540552549665,8.0,15
3.6,0.4,-1.6891757529901683,-6.600484123174487,3.6221540552549665,13.0,20
3.6,0.4,-0.6067008132762249,-5.8660755974664855,3.6221540552549665,18.0,25
3.6,0.4,0.8959450033506603,-5.108155490585388,3.6221540552549665,23.0,30
3.7,0.0,-3.42345111918576,-7.169350267506955,3.7,5.0,5
3.7,0.0,-3.144585880126523,-7.040260873098616,3.7,10.0,10
3.7,0.0,-2.658107518950398,-6.835030380211784,3.7,15.0,15
3.7,0.0,-1.9278970018477195,-6.498879209989204,3.7,20.0,20
3.7,0.0,-0.8935801094232347,-5.962083796058438,3.7,25.0,25
3.7,0.0,0.5400233704174858,-5.153785737469515,3.7,30.0,30
3.7,0.1,-3.4483294302747955,-7.179812526340258,3.7013511046643495,3.0,5
3.7,0.1,-3.190255298320475,-7.050934508511663,3.7013511046643495,8.0,10
3.7,0.1,-2.728466409393493,-6.8424401636343655,3.7013511046643495,13.0,15
3.7,0.1,-2.0299281207066864,-6.512613810364566,3.7013511046643495,18.0,20
3.7,0.1,-1.0391733905215337,-5.997482663072806,3.7013511046643495,23.0,25
3.7,0.1,0.3318336938039465,-5.229936097358081,3.7013511046643495,28.0,30
3.7,0.2,-3.484999813276361,-7.173734985751344,3.7054014627297813,1.0,5
3.7,0.2,-3.24815932272962,-7.063935216429665,3.7054014627297813,6.0,10
3.7,0.2,-2.811792069594643,-6.8528399350319305,3.7054014627297813,11.0,15
3.7,0.2,-2.1456190410075267,-6.5374553558924475,3.7054014627297813,16.0,20
3.7,0.2,-1.199114617057517,-6.043218533577484,3.7054014627297813,21.0,25
3.7,0.2,0.1085784072285382,-5.308259779921613,3.7054014627297813,26.0,30
3.7,0.3,-3.5327871562220605,-7.185472940000591,3.712142238654117,0.0,5
3.7,0.3,-3.3179905598115877,-7.064015195044023,3.712142238654117,5.0,10
3.7,0.3,-2.907812565808801,-6.874537239418495,3.712142238654117,10.0,15
3.7,0.3,-2.2749330926414326,-6.5620715677529535,3.712142238654117,15.0,20
3.7,0.3,-1.373397419334937,-6.0925831578697265,3.712142238654117,20.0,25
3.7,0.3,-0.1296649754408791,-5.410522153632324,3.712142238654117,25.0,30
3.7,0.4,-3.590591616772137,-7.1930663270443365,3.7215588131856787,1.0,5
3.7,0.4,-3.398827698283285,-7.102273280819298,3.7215588131856787,3.0,10
3.7,0.4,-3.0159058229363582,-6.89960486842831,3.7215588131856787,8.0,15
3.7,0.4,-2.4173237525741307,-6.61337167793695,3.7215588131856787,13.0,20
3.7,0.4,-1.5616124820725363,-6.0288792537574505,3.7215588131856787,18.0,25
3.7,0.4,-0.382125539969726,-5.51592472228225,3.7215588131856787,23.0,30
3.8,0.0,-3.7279906118085484,-6.911334223940753,3.8,5.0,5
3.8,0.0,-3.50470170150235,-6.8141841826928715,3.8,10.0,10
3.8,0.0,-3.1164718451696523,-6.667908123226222,3.8,15.0,15
3.8,0.0,-2.5368970455422777,-6.435528377861056,3.8,20.0,20
3.8,0.0,-1.7226866467662452,-6.0465069745344815,3.8,25.0,25
3.8,0.0,-0.6055138015787418,-5.472175816660236,3.8,30.0,30
3.8,0.1,-3.7475202432931165,-6.8996525240106,3.8013155617496426,3.0,5
3.8,0.1,-3.5410061051582726,-6.817534560058759,3.8013155617496426,8.0,10
3.8,0.1,-3.1721652672697296,-6.66831185468794,3.8013155617496426,13.0,15
3.8,0.1,-2.6166461795128897,-6.440093118515833,3.8013155617496426,18.0,20
3.8,0.1,-1.8345652765392009,-6.085834320195961,3.8013155617496426,23.0,25
3.8,0.1,-0.7626726135713007,-5.5133662662646366,3.8013155617496426,28.0,30
3.8,0.2,-3.7753208975698214,-6.905799974168514,3.805259518088089,2.0,5
3.8,0.2,-3.5859492152543155,-6.8085415482446745,3.805259518088089,7.0,10
3.8,0.2,-3.2370578905564424,-6.668452678465446,3.805259518088089,12.0,15
3.8,0.2,-2.706292089543175,-6.453665515215068,3.805259518088089,17.0,20
3.8,0.2,-1.9570726910364864,-6.1103144064177295,3.805259518088089,22.0,25
3.8,0.2,-0.9311908631799704,-5.568798208399329,3.805259518088089,27.0,30
3.8,0.3,-3.8109329817605286,-6.916452846520537,3.8118237105091834,0.0,5
3.8,0.3,-3.639256566596435,-6.816761787749392,3.8118237105091834,5.0,10
3.8,0.3,-3.3111220445148346,-6.667781693241527,3.8118237105091834,10.0,15
3.8,0.3,-2.8059514584566148,-6.472356042572078,3.8118237105091834,15.0,20
3.8,0.3,-2.090272698831344,-6.141325893900695,3.8118237105091834,20.0,25
3.8,0.3,-1.1110157809880148,-5.61931877044153,3.8118237105091834,25.0,30
3.8,0.4,-3.8534396071004826,-6.9229316913492855,3.8209946349085597,1.0,5
3.8,0.4,-3.7002864374169424,-6.832481858336401,3.8209946349085597,4.0,10
3.8,0.4,-3.3937350708799774,-6.6814719619592156,3.8209946349085597,9.0,15
3.8,0.4,-2.9151163797922592,-6.4912122556183185,3.8209946349085597,14.0,20
3.8,0.4,-2.2338924918409484,-6.155670922334673,3.8209946349085597,19.0,25
3.8,0.4,-1.3018679374590154,-5.676859167071299,3.8209946349085597,24.0,30
3.9,0.0,-3.9036602909744,-6.5927256277213155,3.9,5.0,5
3.9,0.0,-3.7230551556453713,-6.539372935159588,3.9,10.0,10
3.9,0.0,-3.4098267331323253,-6.421816570514202,3.9,15.0,15
3.9,0.0,-2.9450465408356816,-6.260922541696467,3.9,20.0,20
3.9,0.0,-2.297831394562957,-5.987463680723391,3.9,25.0,25
3.9,0.0,-1.4193837360346284,-5.575700875660724,3.9,30.0,30
3.9,0.1,-3.919187908516186,-6.59181999156106,3.901281840626232,3.0,5
3.9,0.1,-3.7522344470187523,-6.5289859831618475,3.901281840626232,8.0,10
3.9,0.1,-3.4545803048326453,-6.423118967725072,3.901281840626232,13.0,15
3.9,0.1,-3.0084124847894214,-6.260010536339341,3.901281840626232,18.0,20
3.9,0.1,-2.3851834006726156,-5.991489491763469,3.901281840626232,23.0,25
3.9,0.1,-1.5396669843232609,-5.596890817265208,3.901281840626232,28.0,30
3.9,0.2,-3.9403062611111657,-6.591438313942884,3.9051248379533265,2.0,5
3.9,0.2,-3.7873670376943775,-6.531488856879122,3.9051248379533265,7.0,10
3.9,0.2,-3.5057444137584435,-6.416195187910098,3.9051248379533265,12.0,15
3.9,0.2,-3.078855244457371,-6.259751901396035,3.9051248379533265,17.0,20
3.9,0.2,-2.480235637067873,-6.005599855492576,3.9051248379533265,22.0,25
3.9,0.2,-1.6683455610389852,-5.628508496484733,3.9051248379533265,27.0,30
3.9,0.3,-3.966694134280913,-6.597375037602892,3.911521443121589,0.0,5
3.9,0.3,-3.828257762938608,-6.532754994076708,3.911521443121589,5.0,10
3.9,0.3,-3.5632881761178195,-6.415000865404749,3.911521443121589,10.0,15
3.9,0.3,-3.1563843498787616,-6.257229703536877,3.911521443121589,15.0,20
3.9,0.3,-2.5831575350507814,-6.0267751315718225,3.911521443121589,20.0,25
3.9,0.3,-1.8055402778899448,-5.654960825634331,3.911521443121589,25.0,30
3.9,0.4,-3.9976801297097233,-6.591384434696447,3.9204591567825315,0.0,5
3.9,0.4,-3.8743678274691535,-6.529563732417959,3.9204591567825315,4.0,10
3.9,0.4,-3.626790262475096,-6.42060776632569,3.9204591567825315,9.0,15
3.9,0.4,-3.240728804781845,-6.277037103023593,3.9204591567825315,14.0,20
3.9,0.4,-2.693767883372677,-6.0499636275289275,3.9204591567825315,19.0,25
3.9,0.4,-1.9510019199664461,-5.691812107916617,3.9204591567825315,24.0,30
4.0,0.0,-3.9853463800038833,-6.2644180614164435,4.0,5.0,5
4.0,0.0,-3.8374696511901654,-6.218436934456504,4.0,10.0,10
4.0,0.0,-3.5817293105372383,-6.138503984308473,4.0,15.0,15
4.0,0.0,-3.2044053196812605,-6.015183743436144,4.0,20.0,20
4.0,0.0,-2.6837631989356905,-5.8317717558727225,4.0,25.0,25
4.0,0.0,-1.9853142438351656,-5.537749635718264,4.0,30.0,30
4.0,0.1,-3.9977859811888634,-6.264606933001199,4.001249804748512,3.0,5
4.0,0.1,-3.8613123692128855,-6.219546142825817,4.001249804748512,8.0,10
4.0,0.1,-3.618309622729398,-6.13491242993366,4.001249804748512,13.0,15
4.0,0.1,-3.2556928827685696,-6.003348480657017,4.001249804748512,18.0,20
4.0,0.1,-2.7532444184015827,-5.828892168130583,4.001249804748512,23.0,25
4.0,0.1,-2.0789792374056635,-5.553560704564767,4.001249804748512,28.0,30
4.0,0.2,-4.013880746106151,-6.261588322377675,4.004996878900156,2.0,5
4.0,0.2,-3.8890494793007924,-6.2180407029951885,4.004996878900156,7.0,10
4.0,0.2,-3.6591605313973847,-6.13986579600307,4.004996878900156,12.0,15
4.0,0.2,-3.3118936291273604,-6.011906925871072,4.004996878900156,17.0,20
4.0,0.2,-2.8282360309738777,-5.8377433935466625,4.004996878900156,22.0,25
4.0,0.2,-2.1786961068334882,-5.566256446019606,4.004996878900156,27.0,30
4.0,0.3,-4.033315980928097,-6.256778519810644,4.011234224026317,0.0,5
4.0,0.3,-3.920508752356549,-6.2126530607848105,4.011234224026317,5.0,10
4.0,0.3,-3.7042686377570484,-6.133527005661567,4.011234224026317,10.0,15
4.0,0.3,-3.372997835138476,-6.0064827431758845,4.011234224026317,15.0,20
4.0,0.3,-2.9088574361225774,-5.841197360213906,4.011234224026317,20.0,25
4.0,0.3,-2.2846549508866905,-5.566930319069346,4.011234224026317,25.0,30
4.0,0.4,-4.0556733396042,-6.251655561104744,4.019950248448357,0.0,5
4.0,0.4,-3.9553368059262186,-6.208676302155817,4.019950248448357,4.0,10
4.0,0.4,-3.7533300325976646,-6.130085902339326,4.019950248448357,9.0,15
4.0,0.4,-3.438766162463418,-6.0063176748949685,4.019950248448357,14.0,20
4.0,0.4,-2.9949586530655607,-5.851717467234991,4.019950248448357,19.0,25
4.0,0.4,-2.3968860403719074,-5.581279226770832,4.019950248448357,24.0,30
4.1,0.0,-3.998999190988233,-5.932731947568375,4.1,5.0,5
4.1,0.0,-3.876332472126315,-5.892333974084423,4.1,10.0,10
4.1,0.0,-3.664906698003938,-5.829638588779639,4.1,15.0,15
4.1,0.0,-3.3544153894425954,-5.731244476697812,4.1,20.0,20
4.1,0.0,-2.9296803660264916,-5.602940043356861,4.1,25.0,25
4.1,0.0,-2.3667392919994863,-5.40663780143461,4.1,30.0,30
4.1,0.1,-4.009105254305645,-5.929053980748683,4.1012193308819755,3.0,5
4.1,0.1,-3.8961258815308506,-5.893758362924265,4.1012193308819755,8.0,10
4.1,0.1,-3.6952578494774,-5.824502541509711,4.1012193308819755,13.0,15
4.1,0.1,-3.3967820252856535,-5.7332169536550985,4.1012193308819755,18.0,20
4.1,0.1,-2.9861610345571066,-5.592350774726504,4.1012193308819755,23.0,25
4.1,0.1,-2.441156307026564,-5.403670071191661,4.1012193308819755,28.0,30
4.1,0.2,-4.021363458081353,-5.929867764572103,4.104875150354759,2.0,5
4.1,0.2,-3.918238058301541,-5.891320831759352,4.104875150354759,7.0,10
4.1,0.2,-3.728318669713643,-5.829589936726224,4.104875150354759,12.0,15
4.1,0.2,-3.4422936391007855,-5.733667427659613,4.104875150354759,17.0,20
4.1,0.2,-3.0463929508418457,-5.593110676164546,4.104875150354759,22.0,25
4.1,0.2,-2.5198789165814177,-5.403078550616163,4.104875150354759,27.0,30
4.1,0.3,-4.03561336693317,-5.920142224491602,4.110960958218893,0.0,5
4.1,0.3,-3.942568528072377,-5.88965076855704,4.110960958218893,5.0,10
4.1,0.3,-3.7640735961993395,-5.827604299615651,4.110960958218893,10.0,15
4.1,0.3,-3.4910836331386164,-5.733173845007357,4.110960958218893,15.0,20
4.1,0.3,-3.1105237574727322,-5.594071932256764,4.110960958218893,20.0,25
4.1,0.3,-2.603117463034038,-5.402672314136757,4.110960958218893,25.0,30
4.1,0.4,-4.051442061005348,-5.907897262624327,4.119465984809196,0.0,5
4.1,0.4,-3.9689177363362402,-5.881069113049331,4.119465984809196,4.0,10
4.1,0.4,-3.802216087079587,-5.822391545578097,4.119465984809196,9.0,15
4.1,0.4,-3.5429273518857323,-5.729728676042982,4.119465984809196,14.0,20
4.1,0.4,-3.178432264606226,-5.598033033241111,4.119465984809196,19.0,25
4.1,0.4,-2.6908472892172655,-5.40937415636895,4.119465984809196,24.0,30
4.2,0.0,-3.9638303098016534,-5.598893023740142,4.2,5.0,5
4.2,0.0,-3.8608582114826295,-5.574759922025591,4.2,10.0,10
4.2,0.0,-3.6836757411574084,-5.526266458475349,4.2,15.0,15
4.2,0.0,-3.4246232321489503,-5.450793512647453,4.2,20.0,20
4.2,0.0,-3.072827588812333,-5.339505591391663,4.2,25.0,25
4.2,0.0,-2.6119359484025906,-5.2042696422797015,4.2,30.0,30
4.2,0.1,-3.9721950708278437,-5.597651881466914,4.201190307520002,3.0,5
4.2,0.1,-3.877492158556695,-5.5745024843743005,4.201190307520002,8.0,10
4.2,0.1,-3.7093783559456384,-5.526895940869591,4.201190307520002,13.0,15
4.2,0.1,-3.4603009540594964,-5.448950012105166,4.201190307520002,18.0,20
4.2,0.1,-3.11977377429928,-5.345476331720813,4.201190307520002,23.0,25
4.2,0.1,-2.6724573075885707,-5.2082995798502365,4.201190307520002,28.0,30
4.2,0.2,-3.981619726602425,-5.5956678062649,4.204759208325728,2.0,5
4.2,0.2,-3.8954118323177607,-5.571777398238545,4.204759208325728,7.0,10
4.2,0.2,-3.7365757019242185,-5.525694831830883,4.204759208325728,12.0,15
4.2,0.2,-3.4978803555017026,-5.448642637895821,4.204759208325728,17.0,20
4.2,0.2,-3.1691334261877753,-5.349257334389471,4.204759208325728,22.0,25
4.2,0.2,-2.7359244607058972,-5.198394496761262,4.204759208325728,27.0,30
4.2,0.3,-3.991970554417422,-5.589738527959191,4.21070065428546,0.0,5
4.2,0.3,-3.9144283420977364,-5.563506021067095,4.21070065428546,5.0,10
4.2,0.3,-3.7652432699199294,-5.5105985502766694,4.21070065428546,10.0,15
4.2,0.3,-3.5374097269443694,-5.44485082639046,4.21070065428546,15.0,20
4.2,0.3,-3.2209935320266467,-5.340495596189436,4.21070065428546,20.0,25
4.2,0.3,-2.8025148034062948,-5.200211823243099,4.21070065428546,25.0,30
4.2,0.4,-4.002885761168868,-5.5725159907251705,4.219004621945796,0.0,5
4.2,0.4,-3.9343909506296915,-5.552134521677399,4.219004621945796,4.0,10
4.2,0.4,-3.795228787901987,-5.5059739420605505,4.219004621945796,9.0,15
4.2,0.4,-3.5787807124257163,-5.435835131339468,4.219004621945796,14.0,20
4.2,0.4,-3.275354957842615,-5.3306771426673265,4.219004621945796,19.0,25
